tile,NDVI_count,NDVI_mean,NDVI_stdev,NDVI_min,NDVI_max
tile_282800_1550600.las,100.000000000000000,0.627364514470100,0.046205333656306,0.527060329914093,0.759026587009430
tile_282800_1550700.las,100.000000000000000,0.570903686285019,0.082756159749510,0.331503301858902,0.743119359016418
tile_282800_1550800.las,100.000000000000000,0.632615078687668,0.044227097266194,0.522284507751465,0.698240995407104
tile_282800_1550900.las,100.000000000000000,0.572225892543793,0.038159429377043,0.436872094869614,0.636503040790558
tile_282800_1551000.las,100.000000000000000,0.538788495659828,0.055321842273488,0.418418616056442,0.638754487037659
tile_282800_1551100.las,100.000000000000000,0.475644880086184,0.116532789924652,0.207501947879791,0.601179540157318
tile_282800_1551200.las,100.000000000000000,0.464132595360279,0.101863404556208,0.271538108587265,0.680245161056519
tile_282800_1551300.las,100.000000000000000,0.599709281921387,0.052126024967756,0.365732908248901,0.673642039299011
tile_282800_1551400.las,100.000000000000000,0.663110183477402,0.050080852194611,0.546135842800140,0.728717029094696
tile_282800_1551500.las,100.000000000000000,0.707637479901314,0.044678618857550,0.544321775436401,0.760839700698853
tile_282800_1551600.las,100.000000000000000,0.649790377020836,0.044155902500997,0.531860709190369,0.761499404907227
tile_282800_1551700.las,100.000000000000000,0.704027497768402,0.052648058616532,0.525919258594513,0.780116081237793
tile_282800_1551800.las,100.000000000000000,0.585159469246864,0.069608874872410,0.353125959634781,0.684948027133942
tile_282800_1551900.las,100.000000000000000,0.544731556773186,0.040530260809930,0.448934555053711,0.612522065639496
tile_282900_1550000.las,100.000000000000000,0.547636574804783,0.055938025412780,0.395351380109787,0.616884589195251
tile_282900_1550100.las,100.000000000000000,0.433523826897144,0.034168602067694,0.343402981758118,0.509362876415253
tile_282900_1550200.las,100.000000000000000,0.503054798245430,0.057787671826976,0.364622652530670,0.591980159282684
tile_282900_1550300.las,100.000000000000000,0.455882761180401,0.049164115570861,0.361642360687256,0.573650658130646
tile_282900_1550400.las,100.000000000000000,0.527112541496754,0.048361102266741,0.361300915479660,0.621029019355774
tile_282900_1550500.las,100.000000000000000,0.597792109251022,0.066009890025354,0.448300272226334,0.727865517139435
tile_282900_1550600.las,100.000000000000000,0.703381454944611,0.019882069041366,0.636702597141266,0.751165390014648
tile_282900_1550700.las,100.000000000000000,0.652419351339340,0.049047430801197,0.532421231269836,0.754734337329865
tile_282900_1550800.las,100.000000000000000,0.623311274051666,0.039124762869363,0.500499904155731,0.675666391849518
tile_282900_1550900.las,100.000000000000000,0.605187956094742,0.034376463984816,0.486084938049316,0.672872602939606
tile_282900_1551000.las,100.000000000000000,0.601277947723866,0.063464441815425,0.462461829185486,0.695913732051849
tile_282900_1551100.las,100.000000000000000,0.601134916543961,0.044542214834302,0.480714976787567,0.674084365367889
tile_282900_1551200.las,100.000000000000000,0.592279053628445,0.055256001138807,0.406517565250397,0.685451388359070
tile_282900_1551300.las,100.000000000000000,0.661857191920280,0.031327379748181,0.590844213962555,0.722667992115021
tile_282900_1551400.las,100.000000000000000,0.722434514760971,0.026416029976487,0.650965929031372,0.773742914199829
tile_282900_1551500.las,100.000000000000000,0.726515082120895,0.033142350834968,0.603498876094818,0.777189135551453
tile_282900_1551600.las,100.000000000000000,0.679427575469017,0.039242051691926,0.562053799629211,0.750665724277496
tile_282900_1551700.las,100.000000000000000,0.698338521122932,0.051735459568670,0.501196444034576,0.770378053188324
tile_282900_1551800.las,100.000000000000000,0.611277713775635,0.046181290858095,0.442626923322678,0.671546280384064
tile_282900_1551900.las,100.000000000000000,0.543437290489674,0.055704685046511,0.402998149394989,0.644300520420074
tile_283000_1550000.las,100.000000000000000,0.553454339504242,0.049724566225686,0.453548371791840,0.630935788154602
tile_283000_1550100.las,100.000000000000000,0.547766177654266,0.045459747923515,0.426728874444962,0.621209561824799
